Speed(mph);Time;Throttle;Voltage;U Inductor;BackEMF;TotalR;Amperage;Flow;New Force(lbf);Legacy Force(lbf);Power/Motor;AvailPower/Motor;OverLoad
22,5004;30,7337;100;475,4485;30,45071;444,9136;0,021;1513,867;30,27733;210,8449;186,1155;719,7656;720;False
23,51512;31,68485;100;484,7661;29,5491;455,3107;0,021;1484,753;29,69507;202,8133;182,8382;719,7581;720;False
24,5052;32,65255;100;493,723;29,36688;464,5018;0,021;1457,911;29,15823;195,5465;179,6383;719,8044;720;False
25,50445;33,67037;100;502,8601;29,03345;473,6819;0,021;1431,441;28,62882;188,5102;176,4059;719,8147;720;False
26,51348;34,73811;100;511,5045;28,30585;483,0772;0,021;1407,196;28,14392;182,1785;173,144;719,7872;720;False
27,5143;35,83929;100;520,1799;28,32953;491,8066;0,021;1383,871;27,67743;176,1892;169,9087;719,8621;720;False
28,50966;36,97402;100;528,4684;27,74265;500,7593;0,021;1362,137;27,24274;170,6984;166,6904;719,8463;720;False
29,51019;38,15871;100;537,0916;27,12482;509,9718;0,021;1340,208;26,80416;165,2466;163,4569;719,8146;720;False
30,50373;39,3768;100;545,1981;26,97101;518,3087;0,021;1320,381;26,40761;160,3933;160,2421;719,8691;720;False
31,50318;40,64462;100;553,4107;26,5415;526,9665;0,021;1300,809;26,01619;155,6736;157,0089;719,8818;720;False
32,50589;41,96284;100;561,8721;25,96918;535,8108;0,021;1281,111;25,62223;150,9947;153,7665;719,8207;720;False
33,50257;43,31426;100;569,4748;26,14258;543,4479;0,021;1264,21;25,2842;147,0368;150,54;719,9356;720;False
34,50449;44,71587;100;577,0828;25,66602;551,4401;0,021;1247,47;24,94941;143,1688;147,2972;719,8938;720;False
35,5071;46,16746;100;585,1234;25,28906;559,8636;0,021;1230,327;24,60654;139,2609;144,0533;719,8933;720;False
36,50462;47,65244;100;592,2924;25,15857;567,2115;0,021;1215,494;24,30988;135,9232;140,8216;719,928;720;False
37,50057;49,18748;100;600,2681;24,88605;575,4538;0,021;1199,363;23,98726;132,3394;137,5957;719,9393;720;False
38,50108;50,77247;100;607,5285;24,46686;583,129;0,021;1185,008;23,70016;129,1904;134,3564;719,926;720;False
39,50185;52,40763;100;615,1836;24,34882;590,9;0,021;1170,289;23,40577;126,001;131,113;719,9424;720;False
40,50557;54,09282;100;622,147;23,88727;598,2117;0,021;1157,124;23,14248;123,1822;129,1854;719,9014;720;False
41,50751;55,82809;100;629,5725;23,6087;606,002;0,021;1143,518;22,87035;120,3022;127,4227;719,9273;720;False
42,50228;57,59714;100;636,5635;23,27734;613,2408;0,021;1130,907;22,61814;117,6634;125,674;719,894;720;False
43,50178;59,46579;100;535,236;27,75003;507,3657;0,021;1345,004;18,29206;113,1733;123,9152;719,8946;720;False
44,50248;61,38465;100;540,8585;27,66315;513,222;0,021;1331,117;18,1032;110,8484;122,1526;719,9462;720;False
45,50022;63,35299;100;546,5742;27,29681;519,2772;0,021;1317,179;17,91364;108,5392;120,3965;719,9362;720;False
46,50665;65,38869;100;552,0062;27,10107;524,9824;0,021;1304,253;17,73785;106,4194;118,6249;719,9559;720;False
47,50063;67,45728;100;557,6329;26,70148;530,9777;0,021;1291,053;17,55832;104,2761;116,8762;719,9338;720;False
48,50054;69,59329;100;563,2385;26,65289;536,6196;0,021;1278,257;17,3843;102,2194;115,1151;719,9636;720;False
49,50672;71,79572;100;568,5569;26,32678;542,1901;0,021;1266,264;17,2212;100,3103;113,3424;719,9434;720;False
50,50027;74,0315;100;573,9489;26,16479;547,7906;0,021;1254,405;17,0599;98,44012;111,5918;719,9642;720;False
51,50607;76,35069;100;579,277;25,87854;553,3821;0,021;1242,838;16,90259;96,63303;109,8174;719,9473;720;False
52,50687;78,72012;100;584,5652;25,68469;558,8352;0,021;1231,608;16,74987;94,8947;108,0545;719,9554;720;False
53,50346;81,13932;100;589,774;25,39526;564,3627;0,021;1220,718;16,60177;93,22398;106,2954;719,9479;720;False
54,5015;83,6255;100;594,9774;25,11902;569,8568;0,021;1210,042;16,45657;91,60047;104,5363;719,9476;720;False
55,5016;86,1783;100;600,0679;24,93036;575,0981;0,021;1199,779;16,31699;90,05317;102,7704;719,9487;720;False
56,50207;88,79797;100;605,2457;24,72217;580,5364;0,021;1189,529;16,1776;88,52115;101,0057;719,9575;720;False
57,50312;91,48426;100;610,2806;24,58911;585,6924;0,021;1179,723;16,04423;87,06764;99,23707;719,962;720;False
58,50325;94,23727;100;615,3453;24,47058;590,8808;0,021;1170,035;15,91248;85,64352;97,47078;719,9756;720;False
59,50262;97,05708;100;620,3527;24,16333;596,1641;0,021;1160,561;15,78363;84,26218;95,70509;719,9572;720;False
60,50134;99,94351;100;625,2086;23,94916;601,2415;0,021;1151,528;15,66078;82,95562;93,94128;719,9453;720;False
61,50281;102,9133;100;630,0989;23,94409;606,1968;0,021;1142,667;15,54027;81,6838;92,17097;719,9931;720;False
62,50174;105,9503;100;635,0574;23,76563;611,2769;0,021;1133,726;15,41868;80,41056;90,40422;719,9812;720;False
63,50352;109,0703;100;639,8102;23,50488;616,2993;0,021;1125,289;15,30393;79,21815;88,63195;719,9713;720;False
64,5013;112,2572;100;644,5443;23,20239;621,3422;0,021;1116,993;15,19111;78,0545;86,86497;719,9517;720;False
65,50489;115,5439;100;649,3561;23,09924;626,2604;0,021;1108,734;15,07878;76,90438;85,08935;719,9629;720;False
66,50356;118,8976;100;654,0726;22,96863;631,1462;0,021;1100,763;14,97037;75,80259;83,31962;719,9786;720;False
67,50218;122,3349;100;658,7422;22,84125;635,9033;0,021;1092,958;14,86423;74,73146;81,55042;719,9775;720;False
68,50384;125,8721;100;663,45;22,69165;640,7435;0,021;1085,189;14,75857;73,6729;79,77519;719,9688;720;False
69,50376;129,4928;100;668,0675;22,56622;645,4615;0,021;1077,697;14,65668;72,65913;78,0034;719,9744;720;False
70,50141;133,1968;100;672,5931;22,3429;650,2341;0,021;1070,44;14,55798;71,68382;76,23388;719,9703;720;False
71,50158;137,0151;100;677,1934;22,22656;654,9603;0,021;1063,17;14,45911;70,71343;74,45937;719,9715;720;False
72,50185;140,9215;100;681,8379;22,11768;659,7106;0,021;1055,952;14,36095;69,75655;72,68269;719,988;720;False
73,50072;144,9272;100;686,2106;21,98999;664,2703;0,021;1049,233;14,26957;68,8717;70,9091;719,995;720;False
74,50043;149,0473;100;690,7272;21,76831;668,9227;0,021;1042,334;14,17575;67,96899;69,13393;719,9687;720;False
75,50195;153,2858;100;695,1436;21,73248;673,4568;0,021;1035,754;14,08626;67,11353;67,3542;719,9978;720;False
76,5034;157,6398;100;699,4953;21,55548;677,942;0,021;1029,292;13,99837;66,27871;65,57391;719,985;720;False
77,50339;162,1117;100;703,9294;21,38989;682,5417;0,021;1022,811;13,91023;65,44669;63,79541;719,9869;720;False
78,50161;166,701;100;708,3751;21,27826;687,0795;0,021;1016,388;13,82287;64,6272;62,01837;719,9836;720;False
79,50085;171,4219;100;712,6391;21,13348;691,5156;0,021;1010,306;13,74016;63,85612;60,605;719,9835;720;False
80,50001;176,2773;100;716,9429;20,95703;695,9532;0,021;1004,216;13,65734;63,08863;60,05391;719,9656;720;False
81,50092;181,283;100;721,2177;20,86542;700,3635;0,021;998,2869;13,5767;62,34584;59,50021;719,9822;720;False
82,50171;186,4388;100;725,5305;20,73767;704,7526;0,021;992,3358;13,49577;61,60472;58,94818;719,9698;720;False
83,50215;191,7448;100;729,706;20,65436;709,0682;0,021;986,6847;13,41891;60,90508;58,39473;719,9897;720;False
84,50064;197,2011;100;733,9286;20,54156;713,3474;0,021;980,9932;13,34151;60,20447;57,84304;719,9789;720;False
85,50105;202,8409;100;738,1132;20,45575;717,6851;0,021;975,4527;13,26616;59,52634;57,29034;719,9945;720;False
86,50004;208,6469;100;742,2537;20,32715;721,9085;0,021;969,9969;13,19196;58,86232;56,73909;719,9838;720;False
87,5005;214,6536;100;746,4419;20,24268;726,1624;0,021;964,5591;13,118;58,20422;56,18624;719,9874;720;False
88,50173;220,8598;100;750,5346;20,09113;730,4579;0,021;959,3038;13,04653;57,5717;55,63293;719,9907;720;False
89,50172;227,2667;100;754,6619;19,96295;734,6913;0,021;954,0418;12,97497;56,94185;55,08022;719,979;720;False
90,50218;234,0078;100;678,466;22,27362;656,1738;0,021;1061,206;11,46102;55,94752;54,52668;719,9921;720;False
91,50218;240,9654;100;681,9971;22,14001;659,8431;0,021;1055,71;11,40167;55,36957;53,97412;719,9914;720;False
92,50165;248,1733;100;685,5451;21,97571;663,5717;0,021;1050,236;11,34255;54,79687;53,42257;719,9844;720;False
93,50096;255,6489;100;689,0966;21,92822;667,2051;0,021;1044,852;11,2844;54,23643;52,87033;720,0038;720;True
94,50105;263,4237;100;692,7335;21,81891;670,9003;0,021;1039,352;11,225;53,66694;52,31691;719,9938;720;False
