Speed(mph);Time;Throttle;Voltage;U Inductor;BackEMF;TotalR;Amperage;Flow;New Force(lbf);Legacy Force(lbf);Power/Motor;AvailPower/Motor;OverLoad
53,0168987274;109,3198;100;850;280,4415;569,5746;0,80364;349,4713;218,0701;41,19418;39,07863;297,0506;372,8476;False
53,1383800507;109,8201;100;850;280,0997;569,9294;0,80364;348,9378;217,7372;41,06851;38,98293;296,5972;372,8476;False
53,2593841553;110,3208;100;850;279,6755;570,2956;0,80364;348,4033;217,4037;40,94278;38,88759;296,1428;372,8476;False
53,3801651001;110,8213;100;850;393,9057;457,2762;0,80217;467,6003;173,9473;43,96637;38,79241;397,4602;372,8476;True
53,4999675751;111,322;100;850;382,7462;467,3164;0,80217;476,7428;177,3483;45,70246;38,69801;405,2314;372,8476;True
53,6194782257;111,8225;100;850;381,9152;468,1036;0,80217;476,4959;177,2565;45,65513;38,60385;405,0215;372,8476;True
53,7386009216;112,324;100;850;381,4616;468,5354;0,80217;475,9356;177,048;45,54782;38,50999;404,5452;372,8476;True
53,8611740112;112,8403;100;850;380,9809;469,0238;0,80217;475,3505;176,8304;45,43589;38,4134;404,0479;372,8476;True
53,9792667389;113,3407;100;850;380,5312;469,4913;0,80217;474,76;176,6107;45,32309;38,32035;403,546;372,8476;True
54,0968925476;113,8413;100;850;380,0577;469,9373;0,80217;474,194;176,4002;45,21507;38,22765;403,0649;372,8476;True
54,2142814636;114,3417;100;850;379,6633;470,3434;0,80217;473,6614;176,2021;45,11358;38,13515;402,6122;372,8476;True
54,3309528351;114,8425;100;850;379,1109;470,8846;0,80217;473,0958;175,9916;45,00589;38,04318;402,1314;372,8476;True
54,4471195221;115,3431;100;850;378,7584;471,2649;0,80217;472,5292;175,7809;44,89816;37,95168;401,6498;372,8476;True
54,5629394531;115,8435;100;850;378,2416;471,7818;0,80217;471,9743;175,5745;44,79278;37,8604;401,1782;372,8476;True
54,6783679962;116,3441;100;850;377,872;472,1567;0,80217;471,4388;175,3752;44,69118;37,76945;400,7229;372,8476;True
54,7932678223;116,8447;100;850;377,3994;472,6155;0,80217;470,8945;175,1727;44,58804;37,6789;400,2603;372,8476;True
54,907257843;117,3452;100;850;376,913;473,1165;0,80217;470,3118;174,956;44,47777;37,58967;399,765;372,8476;True
55,021628952;117,8457;100;850;376,4928;473,5183;0,80217;469,8034;174,7669;44,38167;37,49893;399,3329;372,8476;True
55,1352687836;118,3464;100;850;376,1358;473,8821;0,80217;469,2666;174,5672;44,28029;37,40944;398,8766;372,8476;True
55,2482116699;118,8468;100;850;375,6652;474,3277;0,80217;468,7288;174,3671;44,17886;37,32042;398,4195;372,8476;True
55,3605743408;119,3475;100;850;375,2346;474,7749;0,80217;468,1659;174,1577;44,07281;37,23188;397,941;372,8476;True
55,4727653503;119,8478;100;850;374,8108;475,2088;0,80217;467,6505;173,966;43,97583;37,14347;397,5029;372,8476;True
55,5844585419;120,3485;100;850;374,3681;475,6259;0,80217;467,1061;173,7635;43,8735;37,05547;397,0402;372,8476;True
55,6958530426;120,8491;100;850;373,9603;476,0692;0,80217;466,596;173,5737;43,77773;36,96767;396,6066;372,8476;True
55,8067359924;121,3495;100;850;373,6129;476,3926;0,80217;466,0863;173,3841;43,68213;36,88031;396,1733;372,8476;True
55,9171142578;121,8499;100;850;373,1521;476,8826;0,80217;465,5771;173,1947;43,58675;36,79332;395,7405;372,8476;True
56,0271114349;122,3507;100;850;372,7458;477,2573;0,80217;465,0648;173,0041;43,49088;36,70664;395,3051;372,8476;True
56,1366142273;122,8519;100;850;372,3648;477,6343;0,80217;464,5536;172,814;43,39533;36,62038;394,8706;372,8476;True
56,2493682861;123,3684;100;850;371,9198;478,1153;0,80217;464,0364;172,6216;43,29875;36,53153;394,4309;372,8476;True
56,3579406738;123,8691;100;850;371,5291;478,4825;0,80217;463,5298;172,4331;43,20426;36,44913;394,0003;372,8476;True
56,4661079407;124,3695;100;850;371,1691;478,838;0,80217;463,0167;172,2422;43,10867;36,38772;393,5642;372,8476;True
56,5742443085;124,8701;100;850;370,7579;479,2759;0,80217;462,5514;172,0691;43,02206;36,32631;393,1687;372,8476;True
56,6819000244;125,3707;100;850;370,3608;479,6605;0,80217;462,0566;171,8851;42,93008;36,26519;392,7481;372,8476;True
56,7890991211;125,8713;100;850;369,9641;480,0655;0,80217;461,5484;171,696;42,83569;36,20433;392,3161;372,8476;True
56,8961849213;126,3717;100;850;369,5916;480,4385;0,80217;461,0839;171,5232;42,7495;36,14352;391,9213;372,8476;True
57,002841568;126,8723;100;850;369,175;480,8273;0,80217;460,615;171,3488;42,66261;36,08296;391,5228;372,8476;True
57,1077163696;127,3729;100;850;368,8301;481,1733;0,80217;460,1212;171,1651;42,57119;36,02382;391,1031;372,8476;True
57,2149223328;127,8734;100;850;368,3631;481,625;0,80217;459,6258;170,9808;42,47956;35,96254;390,6819;372,8476;True
57,3206897736;128,3741;100;850;368,0366;481,9705;0,80217;459,1442;170,8016;42,39058;35,9025;390,2726;372,8476;True
57,4259147644;128,8746;100;850;367,6146;482,3927;0,80217;458,6641;170,623;42,30198;35,84275;389,8644;372,8476;True
57,5311191559;129,3751;100;850;367,2666;482,7576;0,80217;458,2012;170,4509;42,21664;35,78302;389,471;372,8476;True
57,6355957031;129,8756;100;850;366,8702;483,1494;0,80217;457,6974;170,2634;42,12386;35,72371;389,0428;372,8476;True
57,7400756836;130,3763;100;850;366,5209;483,4774;0,80217;457,238;170,0926;42,03934;35,66438;388,6523;372,8476;True
57,8444732666;130,8767;100;850;366,1653;483,8493;0,80217;456,8133;169,9346;41,96128;35,6051;388,2913;372,8476;True
57,948046875;131,3773;100;850;365,7817;484,2317;0,80217;456,3316;169,7554;41,87283;35,54629;387,8818;372,8476;True
58,0513458252;131,8778;100;850;365,3895;484,62;0,80217;455,8508;169,5765;41,78465;35,48764;387,4732;372,8476;True
58,1544937134;132,3784;100;850;364,999;485,0186;0,80217;455,3949;169,4069;41,70111;35,42908;387,0857;372,8476;True
58,2573051453;132,879;100;850;364,6673;485,3322;0,80217;454,9217;169,2309;41,61449;35,37072;386,6835;372,8476;True
58,3598625183;133,3797;100;850;364,3379;485,6635;0,80217;454,477;169,0654;41,53316;35,3125;386,3055;372,8476;True
58,4620697021;133,88;100;850;363,9633;486,064;0,80217;454,0333;168,9004;41,45211;35,25445;385,9283;372,8476;True
58,563809967;134,3807;100;850;363,5735;486,4426;0,80217;453,562;168,7251;41,3661;35,19669;385,5277;372,8476;True
58,6655708313;134,8812;100;850;363,2269;486,7879;0,80217;453,1365;168,5668;41,28852;35,1389;385,166;372,8476;True
58,7669128418;135,3817;100;850;362,877;487,1236;0,80217;452,7021;168,4052;41,2094;35,08136;384,7968;372,8476;True
58,8678016663;135,8823;100;850;362,5249;487,4931;0,80217;452,2517;168,2376;41,12743;35,02409;384,4139;372,8476;True
58,9682441711;136,3829;100;850;362,1796;487,83;0,80217;451,7696;168,0583;41,0398;34,96708;384,0042;372,8476;True
59,0688858032;136,8835;100;850;361,8495;488,1652;0,80217;451,3658;167,9081;40,96646;34,90993;383,6609;372,8476;True
59,1683738708;137,3882;100;850;361,4774;488,5591;0,80217;450,9259;167,7445;40,88667;34,85381;383,287;372,8476;True
59,2719818115;137,9011;100;850;361,0871;488,9232;0,80217;450,4867;167,5811;40,80704;34,7946;382,9137;372,8476;True
59,3711265564;138,4017;100;850;360,7162;489,2959;0,80217;450,026;167,4097;40,72363;34,7383;382,5221;372,8476;True
59,4702850342;138,9022;100;850;360,3868;489,6011;0,80217;449,5909;167,2478;40,64491;34,682;382,1522;372,8476;True
59,5692375183;139,4028;100;850;360,1025;489,8911;0,80217;449,1862;167,0973;40,57177;34,62582;381,8082;372,8476;True
59,6678947449;139,9033;100;850;359,7486;490,2635;0,80217;448,7797;166,9461;40,49838;34,56981;381,4628;372,8476;True
59,7657829285;140,4039;100;850;359,345;490,6598;0,80217;448,3233;166,7763;40,41605;34,51422;381,0748;372,8476;True
59,8637809753;140,9044;100;850;359,0072;491,0051;0,80217;447,9071;166,6214;40,34104;34,45857;380,721;372,8476;True
59,9613876343;141,405;100;850;358,723;491,3022;0,80217;447,4889;166,4659;40,26574;34,40317;380,3655;372,8476;True
60,0585205078;141,9056;100;850;358,3805;491,6267;0,80217;447,0556;166,3047;40,18781;34,34802;379,9973;372,8476;True
60,1556739807;142,4063;100;850;358,0612;491,9467;0,80217;446,6494;166,1536;40,1148;34,29286;379,652;372,8476;True
60,2524085999;142,9073;100;850;357,6668;492,3262;0,80217;446,2388;166,0008;40,04108;34,23791;379,3029;372,8476;True
60,3517250061;143,4238;100;850;357,3375;492,648;0,80217;445,7918;165,8346;39,96092;34,18152;378,9231;372,8476;True
60,4481781006;143,9244;100;850;357,0883;492,9144;0,80217;445,4156;165,6946;39,8935;34,12679;378,6033;372,8476;True
60,5439857483;144,4251;100;850;356,739;493,2797;0,80217;445,0202;165,5475;39,8227;34,07238;378,2672;372,8476;True
60,6393058777;144,9255;100;850;356,4027;493,6098;0,80217;444,5991;165,3909;39,74737;34,01826;377,9092;372,8476;True
60,7345504761;145,4261;100;850;356,0883;493,9192;0,80217;444,1941;165,2402;39,67499;33,96418;377,565;372,8476;True
60,8292869568;145,9265;100;850;355,7357;494,2556;0,80217;443,7776;165,0853;39,60062;33,91039;377,211;372,8476;True
60,9241539001;146,427;100;850;355,4618;494,5471;0,80217;443,4099;164,9485;39,53502;33,85653;376,8984;372,8476;True
61,0183822632;146,9278;100;850;355,1631;494,8341;0,80217;442,9989;164,7956;39,46177;33,80304;376,5491;372,8476;True
61,1143890381;147,4456;100;850;354,7934;495,2139;0,80217;442,5845;164,6414;39,38797;33,74887;376,1968;372,8476;True
61,2123390198;147,9623;100;850;354,5159;495,5228;0,80217;442,1803;164,4911;39,31607;33,69291;375,8533;372,8476;True
61,3057914734;148,4627;100;850;354,1466;495,8685;0,80217;441,7947;164,3476;39,24752;33,63984;375,5255;372,8476;True
61,3987220764;148,9634;100;850;353,8328;496,1641;0,80217;441,3785;164,1928;39,17361;33,5871;375,1717;372,8476;True
61,4916801453;149,4638;100;850;353,5423;496,4638;0,80217;441,0108;164,056;39,10837;33,53431;374,8592;372,8476;True
61,5842399597;149,9644;100;850;353,2243;496,8049;0,80217;440,6237;163,912;39,03973;33,48174;374,5301;372,8476;True
61,6766212463;150,4649;100;850;352,9359;497,0834;0,80217;440,2556;163,7751;38,97455;33,42929;374,2173;372,8476;True
61,7685493469;150,9654;100;850;352,6617;497,3488;0,80217;439,8678;163,6308;38,90591;33,37711;373,8877;372,8476;True
61,8600791931;151,466;100;850;352,2913;497,6983;0,80217;439,4673;163,4818;38,83509;33,32513;373,5472;372,8476;True
61,9516365051;151,9666;100;850;352,0379;498,0034;0,80217;439,1001;163,3452;38,77021;33,27316;373,235;372,8476;True
62,0427474976;152,4671;100;850;351,7311;498,2882;0,80217;438,7278;163,2068;38,70451;33,22142;372,9186;372,8476;True
62,1335838318;152,9679;100;850;351,4174;498,5853;0,80217;438,354;163,0677;38,63858;33,16983;372,6009;372,8476;False
62,2239395142;153,4682;100;850;351,0756;498,9363;0,80217;437,967;162,9237;38,57038;33,11853;372,272;372,8476;False
62,3142814636;153,9687;100;850;350,8214;499,1869;0,80217;437,5972;162,7862;38,50528;33,06724;371,9576;372,8476;False
62,40418396;154,4694;100;850;350,4717;499,5506;0,80217;437,2186;162,6453;38,43867;33,01619;371,6358;372,8476;False
62,4939903259;154,9699;100;850;350,2625;499,7512;0,80217;436,8588;162,5115;38,37544;32,96522;371,33;372,8476;False
62,5835014343;155,4704;100;850;349,932;500,0755;0,80217;436,5139;162,3832;38,31487;32,91438;371,0368;372,8476;False
62,6725730896;155,9709;100;850;349,6082;500,3948;0,80217;436,1386;162,2436;38,24902;32,8638;370,7178;372,8476;False
62,7614387512;156,4715;100;850;349,3384;500,6747;0,80217;435,7741;162,108;38,18511;32,81334;370,408;372,8476;False
62,8501602173;156,972;100;850;349,0741;500,9323;0,80217;435,4204;161,9764;38,12315;32,76299;370,1073;372,8476;False
62,9401382446;157,4888;100;850;348,786;501,2117;0,80217;435,056;161,8409;38,05937;32,71222;369,7976;372,8476;False
63,0293266296;157,9899;100;850;348,4651;501,5541;0,80217;434,6865;161,7034;37,99474;32,66125;369,4835;372,8476;False
63,1168464661;158,4903;100;850;348,1642;501,8358;0,80217;434,2995;161,5594;37,92712;32,61156;369,1545;372,8476;False
63,2046890259;158,9909;100;850;347,9363;502,062;0,80217;433,9818;161,4412;37,87164;32,5617;368,8845;372,8476;False
63,2919548035;159,4916;100;850;347,6394;502,3538;0,80217;433,6438;161,3155;37,81268;32,51214;368,5972;372,8476;False
63,3786712646;159,992;100;850;347,2875;502,7356;0,80217;433,2692;161,1761;37,74738;32,46289;368,2788;372,8476;False
63,4652160645;160,4925;100;850;347,0669;502,9268;0,80217;432,8954;161,0371;37,68229;32,41377;367,9611;372,8476;False
63,5517471313;160,993;100;850;346,8041;503,2039;0,80217;432,5638;160,9137;37,62457;32,36463;367,6792;372,8476;False
63,6379142761;161,4937;100;850;346,501;503,5107;0,80217;432,2202;160,7859;37,56483;32,31572;367,3872;372,8476;False
63,7237586975;161,9942;100;850;346,2107;503,8044;0,80217;431,8717;160,6563;37,50428;32,26696;367,091;372,8476;False
63,8094520569;162,4948;100;850;345,9816;504,0249;0,80217;431,5384;160,5323;37,4464;32,21832;366,8076;372,8476;False
63,8949188232;162,9954;100;850;345,6894;504,3087;0,80217;431,2137;160,4115;37,39008;32,16979;366,5316;372,8476;False
63,9798980713;163,4959;100;850;345,4001;504,6251;0,80217;430,8731;160,2848;37,33104;32,12153;366,2421;372,8476;False
64,064705658;163,9964;100;850;345,1737;504,8464;0,80217;430,5306;160,1574;37,27171;32,07339;365,951;372,8476;False
64,149066925;164,4969;100;850;344,868;505,1214;0,80217;430,1804;160,0271;37,21109;32,02549;365,6533;372,8476;False
64,2333526611;164,9976;100;850;344,619;505,3827;0,80217;429,8445;159,9022;37,15301;31,97764;365,3678;372,8476;False
64,317665863;165,4981;100;850;344,4149;505,5989;0,80217;429,543;159,79;37,10091;31,92978;365,1115;372,8476;False
64,4012443542;165,9986;100;850;344,1173;505,9026;0,80217;429,1962;159,661;37,04103;31,88552;364,8168;372,8476;False
64,4846237183;166,4992;100;850;343,8092;506,2098;0,80217;428,8539;159,5337;36,98197;31,84694;364,5258;372,8476;False
64,5680786133;166,9997;100;850;343,5857;506,4427;0,80217;428,5453;159,4189;36,92876;31,80834;364,2635;372,8476;False
64,6512519836;167,5044;100;850;343,3203;506,6765;0,80217;428,2312;159,302;36,87465;31,76988;363,9965;372,8476;False
64,7367393494;168,0174;100;850;343,0575;506,9755;0,80217;427,8903;159,1752;36,81595;31,73033;363,7067;372,8476;False
64,8191505432;168,518;100;850;342,7617;507,2437;0,80217;427,5404;159,045;36,75577;31,6922;363,4093;372,8476;False
64,9014793396;169,0186;100;850;342,4696;507,5215;0,80217;427,2155;158,9242;36,69993;31,65411;363,1331;372,8476;False
64,9839660645;169,5191;100;850;342,2678;507,7393;0,80217;426,9206;158,8145;36,64928;31,61596;362,8825;372,8476;False
65,0657730103;170,0197;100;850;342,0027;508,0067;0,80217;426,588;158,6907;36,59219;31,57813;362,5998;372,8476;False
65,1475593567;170,5202;100;850;341,7394;508,2633;0,80217;426,2743;158,574;36,53839;31,54029;362,3331;372,8476;False
65,2288993835;171,021;100;850;341,4846;508,5167;0,80217;425,9367;158,4485;36,48056;31,50268;362,0462;372,8476;False
65,309916687;171,5213;100;850;341,1911;508,8169;0,80217;425,5987;158,3227;36,42268;31,46519;361,7589;372,8476;False
65,3913391113;172,0219;100;850;341,0458;508,9689;0,80217;425,31;158,2153;36,37328;31,42753;361,5135;372,8476;False
65,4723632813;172,5226;100;850;340,7953;509,2194;0,80217;425,0226;158,1084;36,32412;31,39006;361,2692;372,8476;False
65,5527351379;173,0231;100;850;340,4485;509,5598;0,80217;424,6867;157,9835;36,26674;31,35287;360,9837;372,8476;False
65,6331138611;173,5237;100;850;340,2354;509,7576;0,80217;424,3657;157,8641;36,21194;31,3157;360,7109;372,8476;False
65,7135612488;174,0243;100;850;340,0139;510,0153;0,80217;424,0783;157,7571;36,16291;31,27848;360,4666;372,8476;False
65,7934112549;174,5249;100;850;339,7437;510,2686;0,80217;423,7603;157,6389;36,1087;31,24155;360,1963;372,8476;False
65,8730758667;175,0253;100;850;339,4943;510,5173;0,80217;423,4401;157,5197;36,05415;31,20469;359,9241;372,8476;False
65,9526992798;175,526;100;850;339,2602;510,754;0,80217;423,1418;157,4088;36,00337;31,16788;359,6706;372,8476;False
66,0321510315;176,0265;100;850;339,0359;510,9881;0,80217;422,84;157,2965;35,95202;31,13112;359,414;372,8476;False
66,1110328674;176,5271;100;850;338,7739;511,2557;0,80217;422,5163;157,1761;35,89699;31,09462;359,1388;372,8476;False
66,1902374268;177,0276;100;850;338,5266;511,4771;0,80217;422,2397;157,0732;35,85003;31,05798;358,9038;372,8476;False
66,2689064026;177,5281;100;850;338,2943;511,7179;0,80217;421,9394;156,9615;35,79905;31,0216;358,6485;372,8476;False
66,3475273132;178,0288;100;850;338,0965;511,9186;0,80217;421,6521;156,8546;35,75031;30,98524;358,4043;372,8476;False
66,425667572;178,5293;100;850;337,7936;512,2238;0,80217;421,345;156,7403;35,69825;30,94907;358,1432;372,8476;False
66,5035949707;179,0298;100;850;337,5614;512,432;0,80217;421,028;156,6224;35,64456;30,91303;357,8738;372,8476;False
66,5815429688;179,5303;100;850;337,3031;512,6887;0,80217;420,7426;156,5163;35,59625;30,87697;357,6312;372,8476;False
66,6593536377;180,0309;100;850;337,0892;512,9156;0,80217;420,461;156,4115;35,54861;30,84099;357,3918;372,8476;False
66,7364845276;180,5316;100;850;336,8427;513,1591;0,80217;420,1329;156,2894;35,49315;30,80531;357,113;372,8476;False
66,8138900757;181,0321;100;850;336,6168;513,3881;0,80217;419,8561;156,1865;35,4464;30,7695;356,8777;372,8476;False
66,8908905029;181,5326;100;850;336,3566;513,6479;0,80217;419,5594;156,0761;35,39632;30,73388;356,6255;372,8476;False
66,967691803;182,0331;100;850;336,1501;513,8625;0,80217;419,26;155,9647;35,34583;30,69836;356,371;372,8476;False
67,0443969727;182,5338;100;850;335,8887;514,1124;0,80217;418,9826;155,8615;35,29907;30,66287;356,1353;372,8476;False
67,1208824158;183,035;100;850;335,6813;514,344;0,80217;418,6888;155,7523;35,24958;30,6275;355,8855;372,8476;False
67,1996681213;183,5516;100;850;335,5065;514,498;0,80217;418,4072;155,6475;35,20218;30,59107;355,6461;372,8476;False
67,2753913879;184,052;100;850;335,2382;514,7516;0,80217;418,096;155,5317;35,14983;30,55604;355,3816;372,8476;False
67,3516159058;184,5524;100;850;335,0479;514,9833;0,80217;417,8582;155,4433;35,10986;30,52077;355,1795;372,8476;False
67,4271331787;185,053;100;850;334,8276;515,17;0,80217;417,571;155,3364;35,06162;30,48585;354,9354;372,8476;False
67,5023757935;185,5535;100;850;334,5651;515,4495;0,80217;417,2771;155,2271;35,01227;30,45103;354,6855;372,8476;False
67,5775085449;186,0542;100;850;334,3817;515,6238;0,80217;416,9897;155,1202;34,96407;30,4163;354,4413;372,8476;False
67,6526069641;186,5546;100;850;334,1165;515,884;0,80217;416,7266;155,0223;34,91995;30,38154;354,2176;372,8476;False
67,7274032593;187,0553;100;850;333,9126;516,0856;0,80217;416,4449;154,9175;34,87275;30,34695;353,9781;372,8476;False
67,801815033;187,5558;100;850;333,6599;516,3353;0,80217;416,1591;154,8112;34,82491;30,31251;353,7352;372,8476;False
67,8763710022;188,0563;100;850;333,4346;516,579;0,80217;415,8987;154,7143;34,78135;30,27802;353,5139;372,8476;False
67,9504669189;188,5569;100;850;333,2202;516,8102;0,80217;415,6165;154,6093;34,73416;30,24376;353,274;372,8476;False
68,0242195129;189,0574;100;850;333,0094;516,9873;0,80217;415,3167;154,4978;34,68407;30,20965;353,0192;372,8476;False
68,0982124329;189,5581;100;850;332,7986;517,2137;0,80217;415,0605;154,4025;34,64128;30,17543;352,8014;372,8476;False
68,1718208313;190,0585;100;850;332,588;517,4131;0,80217;414,8017;154,3062;34,59811;30,14137;352,5815;372,8476;False
68,2451202393;190,5591;100;850;332,3133;517,6896;0,80217;414,5278;154,2044;34,55243;30,10745;352,3487;372,8476;False
68,3181793213;191,0596;100;850;332,1613;517,8365;0,80217;414,2434;154,0986;34,50504;30,07367;352,1069;372,8476;False
68,3911628723;191,5602;100;850;331,8655;518,1359;0,80217;413,972;153,9976;34,45983;30,03989;351,8762;372,8476;False
68,4639472961;192,0607;100;850;331,7159;518,2738;0,80217;413,7028;153,8975;34,41504;30,00624;351,6474;372,8476;False
68,5365600586;192,5612;100;850;331,4944;518,5052;0,80217;413,4465;153,8021;34,37241;29,97265;351,4296;372,8476;False
68,609021759;193,0621;100;850;331,2966;518,716;0,80217;413,1826;153,7039;34,32853;29,93914;351,2052;372,8476;False
68,6813049316;193,5624;100;850;331,103;518,8991;0,80217;412,9214;153,6068;34,28514;29,9057;350,9832;372,8476;False
68,7533752441;194,063;100;850;330,8734;519,1348;0,80217;412,6747;153,515;34,2442;29,87236;350,7735;372,8476;False
68,8249923706;194,5634;100;850;330,6352;519,3751;0,80217;412,3916;153,4097;34,19722;29,83923;350,5329;372,8476;False
68,8965614319;195,064;100;850;330,4398;519,5682;0,80217;412,1254;153,3106;34,15308;29,80613;350,3065;372,8476;False
68,9680618286;195,5645;100;850;330,231;519,7719;0,80217;411,8732;153,2168;34,11131;29,77305;350,0923;372,8476;False
69,0391914368;196,0653;100;850;330,0253;519,9611;0,80217;411,6041;153,1167;34,06674;29,74015;349,8635;372,8476;False
69,1103691101;196,5656;100;850;329,8297;520,166;0,80217;411,3653;153,0279;34,02722;29,70722;349,6605;372,8476;False
69,1812034607;197,0662;100;850;329,6051;520,3984;0,80217;411,1039;152,9306;33,98399;29,67445;349,4383;372,8476;False
69,2518318176;197,5669;100;850;329,4122;520,5851;0,80217;410,8487;152,8357;33,94181;29,64179;349,2214;372,8476;False
69,3221923828;198,0672;100;850;329,183;520,828;0,80217;410,5862;152,7381;33,89845;29,60923;348,9983;372,8476;False
69,3926902771;198,5679;100;850;329,0255;520,9838;0,80217;410,3539;152,6516;33,8601;29,57664;348,8008;372,8476;False
69,462563324;199,0684;100;850;328,7863;521,2067;0,80217;410,0856;152,5518;33,81585;29,54431;348,5728;372,8476;False
69,5323471069;199,569;100;850;328,607;521,4007;0,80217;409,821;152,4534;33,77221;29,51203;348,3478;372,8476;False
69,6020759583;200,0694;100;850;328,4235;521,5832;0,80217;409,5736;152,3614;33,73145;29,47979;348,1375;372,8476;False
69,6716125488;200,57;100;850;328,1768;521,8444;0,80217;409,3309;152,2711;33,6915;29,4476;347,9313;372,8476;False
69,7408813477;201,0705;100;850;328,0028;522,0148;0,80217;409,0686;152,1735;33,64833;29,41558;347,7083;372,8476;False
69,8099716187;201,571;100;850;327,7787;522,2318;0,80217;408,821;152,0814;33,60761;29,38361;347,4979;372,8476;False
69,8790275574;202,0716;100;850;327,6281;522,3896;0,80217;408,5828;151,9928;33,56846;29,35167;347,2954;372,8476;False
69,9478088379;202,5721;100;850;327,3926;522,6089;0,80217;408,3454;151,9045;33,52946;29,31985;347,0936;372,8476;False
70,0163635254;203,0732;100;850;327,2019;522,8185;0,80217;408,0854;151,8078;33,48677;29,28814;346,8726;372,8476;False
70,0847465515;203,5733;100;850;327,0446;522,9759;0,80217;407,85;151,7202;33,44816;29,25651;346,6725;372,8476;False
70,1529029846;204,0738;100;850;326,7667;523,2441;0,80217;407,6014;151,6277;33,40739;29,22497;346,4612;372,8476;False
70,220867157;204,5743;100;850;326,6512;523,356;0,80217;407,3479;151,5334;33,36585;29,19355;346,2457;372,8476;False
70,2889480591;205,075;100;850;326,4302;523,5647;0,80217;407,1369;151,4549;33,33129;29,16205;346,0663;372,8476;False
70,3561706543;205,5754;100;850;326,2397;523,7682;0,80217;406,8523;151,3491;33,28471;29,13096;345,8245;372,8476;False
70,4237846375;206,0759;100;850;326,0437;523,9741;0,80217;406,6321;151,2671;33,24869;29,09968;345,6373;372,8476;False
70,491178894;206,5762;100;850;325,88;524,1288;0,80217;406,4102;151,1846;33,21242;29,06851;345,4487;372,8476;False
70,5581336975;207,0768;100;850;325,6754;524,332;0,80217;406,1594;151,0913;33,17143;29,03754;345,2355;372,8476;False
70,6252464294;207,5776;100;850;325,4657;524,5516;0,80217;405,9401;151,0097;33,13562;29,00648;345,049;372,8476;False
70,6917823792;208,0782;100;850;325,2853;524,7226;0,80217;405,6817;150,9136;33,09345;28,97571;344,8294;372,8476;False
70,7582084656;208,5788;100;850;325,0822;524,8998;0,80217;405,4367;150,8225;33,0535;28,94498;344,6212;372,8476;False
70,8245796204;209,0793;100;850;324,8677;525,1306;0,80217;405,2026;150,7354;33,01534;28,91427;344,4222;372,8476;False
70,8911499023;209,5798;100;850;324,7334;525,2825;0,80217;404,9984;150,6594;32,98206;28,88349;344,2486;372,8476;False
70,956855011;210,0804;100;850;324,5276;525,4938;0,80217;404,744;150,5648;32,94065;28,8531;344,0324;372,8476;False
71,022731781;210,581;100;850;324,3375;525,657;0,80217;404,515;150,4796;32,90338;28,82262;343,8378;372,8476;False
71,0885604858;211,0815;100;850;324,2089;525,8089;0,80217;404,3059;150,4018;32,86937;28,79219;343,66;372,8476;False
71,1537986755;211,582;100;850;323,9615;526,0427;0,80217;404,0606;150,3106;32,8295;28,76199;343,4515;372,8476;False
71,2190574646;212,0828;100;850;323,7617;526,2328;0,80217;403,8208;150,2213;32,79053;28,7318;343,2477;372,8476;False
71,2841445923;212,5832;100;850;323,5926;526,4074;0,80217;403,5872;150,1345;32,75262;28,7017;343,0492;372,8476;False
71,3492797852;213,0839;100;850;323,4619;526,5341;0,80217;403,3781;150,0566;32,71868;28,67158;342,8713;372,8476;False
71,4157470703;213,6012;100;850;323,2642;526,7359;0,80217;403,1497;149,9717;32,68164;28,64103;342,6772;372,8476;False
71,4805732727;214,1015;100;850;323,0857;526,9343;0,80217;402,9074;149,8816;32,64238;28,61085;342,4713;372,8476;False
71,5450149536;214,6021;100;850;322,9197;527,0832;0,80217;402,6841;149,7985;32,60621;28,58104;342,2815;372,8476;False
71,6092918396;215,1024;100;850;322,6918;527,3182;0,80217;402,4756;149,7209;32,57244;28,55129;342,1042;372,8476;False
71,6731773376;215,6031;100;850;322,5396;527,4648;0,80217;402,2323;149,6304;32,53308;28,52176;341,8975;372,8476;False
71,7371315002;216,1036;100;850;322,3719;527,6307;0,80217;402,0166;149,5502;32,49819;28,49217;341,7141;372,8476;False
71,8009963989;216,6042;100;850;322,1846;527,8311;0,80217;401,8078;149,4725;32,46445;28,46263;341,5367;372,8476;False
71,8645385742;217,1047;100;850;322,0322;527,9799;0,80217;401,5887;149,391;32,42906;28,43324;341,3504;372,8476;False
71,9277305603;217,6052;100;850;321,832;528,1838;0,80217;401,3529;149,3033;32,39097;28,40401;341,1499;372,8476;False
71,9910942078;218,106;100;850;321,7015;528,325;0,80217;401,1532;149,229;32,35875;28,3747;340,9802;372,8476;False
72,0540870667;218,6064;100;850;321,47;528,5267;0,80217;400,933;149,1471;32,32324;28,34555;340,7931;372,8476;False
72,117011261;219,107;100;850;321,3403;528,6672;0,80217;400,7275;149,0706;32,29011;28,31645;340,6183;372,8476;False
72,1795440674;219,6075;100;850;321,1169;528,8815;0,80217;400,5014;148,9865;32,25369;28,28752;340,4262;372,8476;False
72,241973877;220,1079;100;850;320,9502;529,056;0,80217;400,274;148,9019;32,21707;28,25864;340,2329;372,8476;False
72,3044792175;220,6085;100;850;320,7593;529,2504;0,80217;400,0791;148,8294;32,18569;28,22972;340,0672;372,8476;False
